id,name,urban_rural,population
034907001,Bagong Sikat,Rural,2607
034907002,Bagting,Rural,2992
034907003,Bantug,Rural,764
034907004,Bitulok (North Pob.),Urban,2700
034907005,Bugnan,Rural,2357
034907006,Calabasa,Rural,922
034907007,Camachile,Rural,443
034907008,Cuyapa,Rural,1358
034907009,Ligaya,Rural,5256
034907010,Macasandal,Urban,1228
034907011,Malinao,Urban,1861
034907012,Pantoc,Urban,1413
034907013,Pinamalisan,Rural,651
034907014,South Poblacion,Urban,3857
034907015,Sawmill,Rural,1467
034907016,Tagumpay,Urban,2370
