id,name,urban_rural,population
034908001,Bayanihan,Rural,4042
034908002,Bulak,Urban,1878
034908003,Kapalangan,Rural,4707
034908004,Mahipon,Rural,2251
034908005,Malimba,Urban,2849
034908006,Mangino,Urban,10057
034908007,Marelo,Urban,1916
034908008,Pambuan,Urban,10638
034908009,Parcutela,Urban,1319
034908010,San Lorenzo (Pob.),Urban,6002
034908011,San Nicolas,Rural,11340
034908012,San Roque,Urban,8116
034908013,San Vicente (Pob.),Urban,8322
034908014,Santa Cruz,Urban,3369
034908015,Santo Cristo Norte,Rural,4533
034908016,Santo Cristo Sur,Rural,4321
034908017,Santo Niño,Urban,5327
034908018,Makabaclay,Urban,1773
034908019,Balante,Urban,1509
034908020,Bungo,Rural,1839
034908021,Mabunga,Urban,705
034908022,Maburak,Urban,2932
034908023,Puting Tubig,Urban,1743
