id,name,urban_rural,population
072235001,Alo,Rural,1389
072235002,Bangcogon,Rural,952
072235003,Bonbon,Rural,1226
072235004,Calumpang,Rural,941
072235005,Canangca-an,Rural,603
072235006,Cañang,Rural,1010
072235007,Can-ukban,Rural,525
072235009,Cansalo-ay,Rural,487
072235010,Daanlungsod,Rural,1556
072235011,Gawi,Rural,1509
072235012,Hagdan,Rural,670
072235014,Lagunde,Rural,2829
072235015,Looc,Rural,1048
072235016,Luka,Rural,1106
072235017,Mainit,Rural,1312
072235018,Manlum,Rural,456
072235019,Nueva Caceres,Rural,991
072235020,Poblacion,Urban,4037
072235021,Pungtod,Rural,1421
072235023,Tan-awan,Rural,1169
072235024,Tumalog,Rural,879
