id,name,urban_rural,population
072207001,Alawijao,Rural,1075
072207002,Balhaan,Rural,491
072207003,Banhigan,Rural,2529
072207004,Basak,Rural,1843
072207005,Basiao,Rural,993
072207006,Bato,Rural,927
072207007,Bugas,Rural,2592
072207008,Calangcang,Rural,562
072207009,Candiis,Rural,1019
072207011,Dagatan,Rural,1198
072207012,Dobdob,Rural,1104
072207013,Ginablan,Rural,584
072207014,Lambug,Rural,1405
072207015,Malabago,Rural,909
072207016,Malhiao,Rural,2886
072207017,Manduyong,Rural,1710
072207018,Matutinao,Rural,1130
072207019,Patong,Rural,823
072207020,Poblacion,Urban,4002
072207021,Sanlagan,Rural,910
072207022,Santicon,Rural,524
072207023,Sohoton,Rural,1069
072207024,Sulsugan,Rural,467
072207025,Talayong,Rural,878
072207026,Taytay,Rural,2046
072207027,Tigbao,Rural,799
072207028,Tiguib,Rural,483
072207029,Tubod,Rural,1065
072207030,Zaragosa,Rural,1676
