id,name,urban_rural,population
072242001,Montealegre,Rural,1288
072242002,Cabunga-an,Rural,1764
072242003,Campo,Rural,2517
072242004,Consuelo,Urban,4827
072242006,Esperanza,Rural,5629
072242007,Himensulan,Rural,2169
072242008,Northern Poblacion,Urban,3779
072242009,San Isidro,Rural,3668
072242010,Santa Cruz,Rural,4717
072242011,Santiago,Rural,2132
072242012,Sonog,Urban,3366
072242013,Southern Poblacion,Urban,3453
072242014,Unidos,Rural,1035
072242015,Union,Rural,4721
072242016,Western Poblacion,Rural,2292
