id,name,urban_rural,population
072229001,Armeña (Cansilongan),Rural,921
072229004,Tolosa (Calatagan),Rural,1374
072229005,Cerdeña (Ansan),Rural,1769
072229006,Labrador (Bulod),Rural,796
072229007,Looc,Rural,1189
072229008,Lombo,Rural,1294
072229009,Mahanlud,Rural,616
072229010,Mindanao (Pajo),Rural,474
072229011,Montañeza (Inamlang),Rural,3059
072229012,Salmeron (Bulak),Rural,711
072229013,Santo Niño,Rural,2509
072229014,Sorsogon (Balimaya),Rural,967
072229015,Barangay I (Pob.),Rural,1578
072229016,Barangay II (Pob.),Urban,1169
