id,name,urban_rural,population
072221001,Aguho,Urban,4836
072221002,Bagay,Urban,4015
072221003,Bakhawan,Rural,2267
072221004,Bateria,Urban,3252
072221005,Bitoon,Rural,4350
072221006,Calape,Urban,2518
072221007,Carnaza,Rural,2360
072221008,Dalingding,Urban,2069
072221009,Lanao,Rural,2968
072221010,Logon,Rural,4496
072221011,Malbago,Urban,3311
072221012,Malingin,Urban,1512
072221013,Maya,Rural,7815
072221014,Pajo,Urban,2970
072221015,Paypay,Rural,2741
072221016,Poblacion,Urban,7144
072221017,Talisay,Rural,3802
072221018,Tapilon,Rural,7281
072221019,Tinubdan,Urban,2050
072221020,Tominjao,Rural,3140
