id,name,urban_rural,population
072213001,Bagacay,Rural,645
072213002,Bili,Rural,546
072213003,Bingay,Rural,1084
072213004,Bongdo,Rural,1253
072213005,Bongdo Gua,Rural,865
072213006,Bongoyan,Rural,1457
072213007,Cadaruhan,Rural,3639
072213008,Cajel,Rural,1162
072213009,Campusong,Rural,2147
072213010,Clavera,Rural,1245
072213011,Don Gregorio Antigua (Taytayan),Rural,3086
072213012,Laaw,Rural,1484
072213013,Lugo,Rural,3067
072213014,Managase,Rural,1388
072213015,Poblacion,Urban,4258
072213016,Sagay,Rural,1025
072213017,San Jose,Rural,664
072213018,Tabunan,Rural,1698
072213019,Tagnucan,Rural,885
