id,name,urban_rural,population
072248001,Alang-alang,Rural,664
072248002,Caduawan,Rural,2221
072248003,Kal-anan,Rural,851
072248004,Camoboan,Rural,1490
072248005,Canaocanao,Rural,1693
072248006,Combado,Rural,418
072248007,Daantabogon,Rural,1413
072248008,Ilihan,Rural,3280
072248009,Labangon,Rural,1752
072248010,Libjo,Rural,2338
072248011,Loong,Rural,1080
072248012,Mabuli,Rural,1538
072248013,Managase,Rural,1225
072248014,Manlagtang,Rural,1192
072248015,Maslog,Rural,1094
072248016,Muabog,Rural,2042
072248017,Pio,Rural,686
072248018,Poblacion,Urban,1228
072248019,Salag,Rural,1084
072248020,Sambag,Rural,746
072248021,San Isidro,Rural,616
072248022,San Vicente,Rural,562
072248023,Somosa,Rural,1830
072248024,Taba-ao,Rural,1003
072248025,Tapul,Rural,978
