id,name,urban_rural,population
072231001,Antipolo,Rural,4440
072231002,Curva,Urban,2049
072231003,Daanlungsod,Urban,3328
072231004,Dalingding Sur,Urban,821
072231005,Dayhagon,Urban,1678
072231006,Gibitngil,Urban,1880
072231007,Canhabagat,Rural,2145
072231008,Caputatan Norte,Rural,2520
072231009,Caputatan Sur,Urban,1962
072231010,Kawit,Urban,6279
072231011,Lamintak Norte,Urban,2116
072231012,Luy-a,Urban,1700
072231013,Panugnawan,Urban,2233
072231014,Poblacion,Urban,4617
072231015,Tindog,Urban,3420
072231016,Don Virgilio Gonzales,Rural,1287
072231017,Lamintak Sur,Rural,2400
072231018,Maharuhay,Rural,1809
072231019,Mahawak,Urban,3363
