id,name,urban_rural,population
072234001,Alfaco,Rural,2921
072234002,Bairan,Rural,1772
072234003,Balirong,Rural,3918
072234004,Cabungahan,Rural,1176
072234005,Cantao-an,Rural,5133
072234006,Central Poblacion,Urban,933
072234007,Cogon,Rural,3583
072234008,Colon,Urban,4227
072234009,East Poblacion,Urban,544
072234010,Inoburan,Urban,5104
072234011,Inayagan,Rural,7832
072234012,Jaguimit,Rural,2071
072234013,Lanas,Rural,2374
072234014,Langtad,Rural,6900
072234015,Lutac,Rural,3879
072234016,Mainit,Urban,2695
072234017,Mayana,Rural,1295
072234018,Naalad,Rural,2700
072234019,North Poblacion,Urban,2866
072234020,Pangdan,Rural,4643
072234021,Patag,Rural,1167
072234022,South Poblacion,Urban,4459
072234023,Tagjaguimit,Urban,2302
072234024,Tangke,Urban,4652
072234025,Tinaan,Rural,4129
072234027,Tuyan,Rural,10705
072234028,Uling,Urban,4470
072234029,West Poblacion,Urban,3121
