id,name,urban_rural,population
087806001,Baganito,Rural,550
087806002,Balacson,Rural,924
087806003,Bilwang,Rural,630
087806004,Bulalacao,Rural,790
087806005,Burabod,Rural,710
087806006,Inasuyan,Rural,1114
087806007,Kansanok,Rural,717
087806008,Mada-o,Rural,1044
087806009,Mapuyo,Rural,1815
087806010,Masagaosao,Rural,763
087806011,Masagongsong,Rural,596
087806012,Poblacion,Urban,1121
087806013,Tabunan North,Rural,171
087806014,Tubig Guinoo,Rural,739
087806015,Tucdao,Rural,1951
087806016,Ungale,Rural,2264
087806017,Balite,Rural,1008
087806018,Buyo,Rural,884
087806019,Villa Cornejo (Looc),Rural,1154
087806020,San Lorenzo,Rural,1293
