id,name,urban_rural,population
042109001,Alapan I-A,Urban,12817
042109002,Alapan II-A,Urban,2878
042109003,Anabu I-A,Urban,5274
042109004,Anabu II-A,Urban,1888
042109006,Poblacion I-A (Pob.),Urban,2008
042109007,Poblacion II-A (Pob.),Urban,706
042109008,Poblacion III-A (Pob.),Urban,781
042109009,Poblacion IV-A (Pob.),Urban,1057
042109010,Bayan Luma I,Urban,3383
042109011,Bucandala I,Urban,3243
042109012,Carsadang Bago I,Urban,2738
042109014,Malagasang I-A,Urban,2963
042109015,Malagasang II-A,Urban,9581
042109016,Medicion I-A,Urban,1548
042109017,Medicion II-A,Urban,1402
042109018,Pag-Asa I,Urban,2269
042109019,Palico I,Urban,1943
042109020,Pasong Buaya I,Urban,1818
042109022,Tanzang Luma I,Urban,815
042109024,Toclong I-A,Urban,1142
042109025,Toclong II-A,Urban,873
042109026,Alapan I-B,Urban,6266
042109027,Alapan I-C,Urban,5308
042109028,Alapan II-B,Urban,1626
042109029,Anabu I-B,Urban,1870
042109030,Anabu I-C,Urban,4645
042109031,Anabu I-D,Urban,2290
042109032,Anabu I-E,Urban,1072
042109033,Anabu I-F,Urban,1496
042109034,Anabu I-G,Urban,1318
042109035,Anabu II-B,Urban,6365
042109036,Anabu II-C,Urban,4759
042109037,Anabu II-D,Urban,1915
042109038,Anabu II-E,Urban,3354
042109039,Anabu II-F,Urban,7706
042109040,Bagong Silang (Bahayang Pag-Asa),Urban,922
042109041,Bayan Luma II,Urban,1667
042109042,Bayan Luma III,Urban,4173
042109043,Bayan Luma IV,Urban,2280
042109044,Bayan Luma V,Urban,3795
042109045,Bayan Luma VI,Urban,2539
042109046,Bayan Luma VII,Urban,2877
042109047,Bayan Luma VIII,Urban,2562
042109048,Bayan Luma IX,Urban,2036
042109049,Bucandala II,Urban,1927
042109050,Bucandala III,Urban,10131
042109051,Bucandala IV,Urban,2636
042109052,Bucandala V,Urban,3816
042109053,Buhay na Tubig,Urban,23118
042109054,Carsadang Bago II,Urban,11135
042109055,Magdalo,Urban,9488
042109056,Maharlika,Urban,3398
042109057,Malagasang I-B,Urban,3443
042109058,Malagasang I-C,Urban,1949
042109059,Malagasang I-D,Urban,2009
042109060,Malagasang I-E,Urban,2274
042109061,Malagasang I-F,Urban,2971
042109062,Malagasang I-G,Urban,3191
042109063,Malagasang II-B,Urban,10072
042109064,Malagasang II-C,Urban,2232
042109065,Malagasang II-D,Urban,2177
042109066,Malagasang II-E,Urban,1207
042109067,Malagasang II-F,Urban,1068
042109068,Malagasang II-G,Urban,2492
042109069,Mariano Espeleta I,Urban,1349
042109070,Mariano Espeleta II,Urban,1335
042109071,Mariano Espeleta III,Urban,2043
042109072,Medicion I-B,Urban,2339
042109073,Medicion I-C,Urban,2218
042109074,Medicion I-D,Urban,1065
042109075,Medicion II-B,Urban,1999
042109076,Medicion II-C,Urban,1505
042109077,Medicion II-D,Urban,1354
042109078,Medicion II-E,Urban,1369
042109079,Medicion II-F,Urban,1921
042109080,Pag-Asa II,Urban,3480
042109081,Pag-Asa III,Urban,1422
042109082,Palico II,Urban,1264
042109083,Palico III,Urban,669
042109084,Palico IV,Urban,1853
042109085,Pasong Buaya II,Urban,19611
042109086,Pinagbuklod,Urban,1792
042109087,Poblacion I-B,Urban,297
042109088,Poblacion I-C,Urban,191
042109089,Poblacion II-B,Urban,493
042109090,Poblacion III-B,Urban,637
042109091,Poblacion IV-B,Urban,601
042109092,Poblacion IV-C,Urban,691
042109093,Poblacion IV-D,Urban,838
042109094,Tanzang Luma II,Urban,1326
042109095,Tanzang Luma III,Urban,1717
042109096,Tanzang Luma IV (Southern City),Urban,2518
042109097,Tanzang Luma V,Urban,1769
042109098,Tanzang Luma VI,Urban,2359
042109099,Toclong I-B,Urban,1545
042109100,Toclong I-C,Urban,1106
042109101,Toclong II-B,Urban,2246
