id,name,urban_rural,population
042108001,Alingaro,Urban,2800
042108002,Bacao I,Urban,5366
042108003,Gov. Ferrer Pob. (Bgy. 1),Urban,312
042108004,Sampalucan Pob. (Bgy. 2),Urban,1083
042108005,Dulong Bayan Pob. (Bgy. 3),Urban,901
042108006,San Gabriel Pob. (Bgy. 4),Urban,1913
042108007,Bagumbayan Pob. (Bgy. 5),Urban,1060
042108008,Vibora Pob. (Bgy. 6),Urban,1026
042108009,Ninety Sixth Pob. (Bgy. 8),Urban,592
042108010,Prinza Pob. (Bgy. 9),Urban,675
042108011,Biclatan,Urban,11358
042108012,Buenavista I,Urban,3194
042108013,Corregidor Pob. (Bgy. 10),Urban,1139
042108014,Javalera,Urban,5095
042108015,Manggahan,Urban,13482
042108016,Navarro,Urban,7526
042108017,Panungyanan,Urban,2430
042108018,Pasong Camachile I,Urban,17260
042108020,Pasong Kawayan I,Urban,3358
042108021,Pasong Kawayan II,Urban,17135
042108022,Pinagtipunan,Urban,6312
042108023,San Francisco,Urban,63877
042108025,San Juan I,Urban,4951
042108026,Santa Clara,Urban,3510
042108027,Santiago,Urban,13177
042108028,Tapia,Urban,2553
042108029,Tejero,Urban,5756
042108030,Arnaldo Pob. (Bgy. 7),Urban,917
042108031,Bacao II,Urban,6762
042108032,Buenavista II,Urban,7244
042108033,Buenavista III,Urban,5982
042108034,Pasong Camachile II,Urban,20942
042108035,San Juan II,Urban,3634
