id,name,urban_rural,population
045642001,Butanguiad,Rural,4117 
045642003,Casay,Rural,3940 
045642004,Cawayan I,Rural,3617 
045642005,Cawayan II,Rural,2495 
045642006,Huyon-Uyon,Rural,3559 
045642007,Ibabang Tayuman,Rural,1991 
045642008,Ilayang Tayuman,Rural,3138 
045642009,Inabuan,Rural,3601 
045642010,Nasalaan,Rural,3335 
045642011,Pagsangahan,Rural,7264 
045642012,Poblacion,Urban,6340 
045642013,Pugon,Rural,2751 
045642014,Silongin,Rural,2759 
045642015,Don Juan Vercelos,Rural,3444 
045642016,Mabuñga,Rural,2367 
045642017,Santo Niño,Rural,3261 
