id,name,urban_rural,population
045647001,Alitao,Rural,333 
045647002,Alupay,Rural,184 
045647003,Angeles Zone I (Pob.),Urban,2300 
045647004,Angeles Zone II,Rural,1016 
045647005,Angeles Zone III,Rural,239 
045647006,Angeles Zone IV,Rural,1559 
045647007,Angustias Zone I (Pob.),Rural,646 
045647008,Angustias Zone II,Rural,353 
045647009,Angustias Zone III,Rural,719 
045647010,Angustias Zone IV,Urban,1484 
045647011,Anos,Rural,1422 
045647012,Ayaas,Rural,256 
045647013,Baguio,Rural,2433 
045647014,Banilad,Rural,144 
045647015,Calantas,Rural,254 
045647016,Camaysa,Rural,2029 
045647017,Dapdap,Rural,2288 
045647018,Gibanga,Rural,1274 
045647019,Alsam Ibaba,Rural,696 
045647020,Bukal Ibaba,Rural,560 
045647021,Ilasan Ibaba,Rural,871 
045647022,Nangka Ibaba,Rural,662 
045647023,Palale Ibaba,Rural,3657 
045647024,Ibas,Rural,860 
045647025,Alsam Ilaya,Rural,306 
045647026,Bukal Ilaya,Rural,578 
045647027,Ilasan Ilaya,Rural,2134 
045647028,Nangka Ilaya,Rural,915 
045647029,Palale Ilaya,Rural,867 
045647030,Ipilan,Rural,3602 
045647031,Isabang,Rural,6076 
045647032,Calumpang,Rural,4020 
045647033,Domoit Kanluran,Rural,339 
045647034,Katigan Kanluran,Rural,166 
045647035,Palale Kanluran,Rural,1639 
045647036,Lakawan,Rural,1115 
045647037,Lalo,Rural,3657 
045647038,Lawigue,Rural,1774 
045647039,Lita (Pob.),Rural,4371 
045647040,Malaoa,Rural,1250 
045647041,Masin,Rural,1363 
045647042,Mate,Rural,680 
045647043,Mateuna,Rural,4970 
045647044,Mayowe,Rural,655 
045647045,Opias,Rural,4796 
045647046,Pandakaki,Rural,661 
045647047,Pook,Rural,202 
045647048,Potol,Rural,833 
045647049,San Diego Zone I (Pob.),Urban,569 
045647050,San Diego Zone II,Rural,471 
045647051,San Diego Zone III,Urban,634 
045647052,San Diego Zone IV,Urban,616 
045647053,San Isidro Zone I (Pob.),Rural,711 
045647054,San Isidro Zone II,Rural,632 
045647055,San Isidro Zone III,Rural,1373 
045647056,San Isidro Zone IV,Urban,979 
045647057,San Roque Zone I (Pob.),Urban,216 
045647058,San Roque Zone II,Urban,1171 
045647059,Domoit Silangan,Rural,451 
045647060,Katigan Silangan,Rural,336 
045647061,Palale Silangan,Rural,2699 
045647062,Talolong,Rural,256 
045647063,Tamlong,Rural,258 
045647064,Tongko,Rural,1654 
045647065,Valencia,Rural,379 
045647066,Wakas,Rural,4815 
