id,name,urban_rural,population
045617001,Anoling,Rural,3028 
045617002,Banglos,Rural,761 
045617003,Batangan,Rural,1121 
045617004,Catablingan,Rural,2169 
045617005,Canaway,Rural,1742 
045617006,Lumutan,Rural,939 
045617007,Mahabang Lalim,Rural,450 
045617008,Maigang,Rural,620 
045617009,Maligaya,Rural,1123 
045617010,Magsikap,Rural,1360 
045617011,Minahan Norte,Rural,365 
045617012,Minahan Sur,Rural,1437 
045617013,Pagsangahan,Rural,1578 
045617014,Pamplona,Rural,1662 
045617015,Pisa,Rural,990 
045617016,Poblacion,Urban,1114 
045617017,Sablang,Rural,630 
045617018,San Marcelino,Rural,640 
045617019,Umiray,Rural,4244 
