id,name,urban_rural,population
045633001,Maabot,Rural,369 
045633002,Mainit Norte,Rural,863 
045633003,Mainit Sur,Rural,1234 
045633004,Pambuhan,Rural,897 
045633005,Pinagtubigan Este,Rural,897 
045633006,Pinagtubigan Weste,Rural,751 
045633007,Pagkakaisa Pob. (Barangay 1),Rural,1975 
045633008,Mapagmahal Pob. (Barangay 2),Rural,357 
045633009,Bagong Pag-Asa Pob. (Barangay 3),Urban,662 
045633010,Bagong Silang Pob. (Barangay 4),Rural,2233 
045633011,Rizal,Rural,278 
045633012,Sangirin,Rural,662 
045633013,Villamanzano Norte,Rural,433 
045633014,Villamanzano Sur,Rural,428 
