id,name,urban_rural,population
045630001,Alupaye,Rural,2395 
045630002,Añato,Rural,350 
045630003,Antipolo,Rural,266 
045630004,Bantigue,Rural,1804 
045630005,Bigo,Rural,992 
045630006,Binahaan,Rural,4673 
045630007,Bukal,Rural,8928 
045630008,Ibabang Bagumbungan,Rural,356 
045630009,Ibabang Palsabangon,Rural,3964 
045630010,Ibabang Polo,Rural,4596 
045630011,Ikirin,Rural,3071 
045630012,Ilayang Bagumbungan,Rural,250 
045630013,Ilayang Palsabangon,Rural,332 
045630014,Ilayang Polo,Rural,1752 
045630015,Kanluran Malicboy,Rural,1208 
045630016,Mapagong,Rural,5210 
045630017,Mayhay,Rural,743 
045630018,Pinagbayanan,Rural,4091 
045630019,Barangay 1 Castillo (Pob.),Rural,1931 
045630020,Barangay 2 Daungan (Pob.),Rural,2170 
045630021,Barangay 3 Del Carmen (Pob.),Urban,1508 
045630022,Barangay 4 Parang (Pob.),Rural,2739 
045630023,Barangay 5 Santa Catalina (Pob.),Urban,1350 
045630024,Barangay 6 Tambak (Pob.),Urban,1792 
045630025,Silangan Malicboy,Rural,5204 
045630026,Talipan,Rural,4094 
045630027,Tukalan,Rural,227 
