id,name,urban_rural,population
045623001,Abang,Rural,1124 
045623002,Aliliw,Rural,318 
045623003,Atulinao,Rural,212 
045623004,Ayuti,Rural,7991 
045623005,Barangay 2 (Pob.),Rural,1639 
045623006,Barangay 3 (Pob.),Rural,1837 
045623007,Barangay 4 (Pob.),Rural,3546 
045623008,Barangay 5 (Pob.),Rural,2880 
045623009,Barangay 6 (Pob.),Rural,2324 
045623010,Barangay 7 (Pob.),Rural,2228 
045623011,Barangay 8 (Pob.),Urban,806 
045623012,Barangay 9 (Pob.),Rural,2472 
045623013,Barangay 10 (Pob.),Rural,1729 
045623014,Igang,Rural,356 
045623015,Kabatete,Rural,245 
045623016,Kakawit,Rural,248 
045623017,Kalangay,Rural,140 
045623018,Kalyaat,Rural,315 
045623019,Kilib,Rural,494 
045623020,Kulapi,Rural,2408 
045623021,Mahabang Parang,Rural,217 
045623022,Malupak,Rural,451 
045623023,Manasa,Rural,342 
045623024,May-It,Rural,674 
045623025,Nagsinamo,Rural,1289 
045623026,Nalunao,Rural,179 
045623027,Palola,Urban,2351 
045623028,Piis,Rural,557 
045623029,Barangay 1 (Pob.),Rural,2936 
045623030,Samil,Rural,677 
045623031,Tiawe,Rural,349 
045623032,Tinamnan,Rural,3364 
