id,name,urban_rural,population
045649001,Almacen,Rural,1007 
045649002,Balagtas,Rural,674 
045649003,Balanacan,Rural,496 
045649005,Bulo Ibaba,Rural,629 
045649006,Bulo Ilaya,Rural,796 
045649007,Bonifacio,Rural,481 
045649008,Burgos,Rural,148 
045649009,Caigdal,Rural,713 
045649010,General Luna,Rural,198 
045649011,Kalilayan Ibaba,Rural,2039 
045649012,Cabulihan Ibaba,Rural,439 
045649013,Mairok Ibaba,Rural,220 
045649014,Kalilayan Ilaya,Rural,1264 
045649015,Cabulihan Ilaya,Rural,513 
045649016,Mabini,Rural,444 
045649017,Mairok Ilaya,Rural,198 
045649018,Malvar,Rural,556 
045649019,Maputat,Rural,615 
045649020,Muliguin,Rural,1322 
045649021,Pagaguasan,Rural,392 
045649022,Panaon Ibaba,Rural,1069 
045649023,Panaon Ilaya,Rural,1029 
045649024,Plaridel,Rural,314 
045649025,F. De Jesus (Pob.),Urban,2190 
045649026,R. Lapu-lapu (Pob.),Urban,604 
045649027,Raja Soliman (Pob.),Rural,665 
045649028,R. Magsaysay (Pob.),Rural,889 
045649029,Poctol,Rural,1822 
045649030,Punta,Rural,519 
045649031,Rizal Ibaba,Rural,246 
045649032,Rizal Ilaya,Rural,287 
045649033,San Roque,Rural,315 
045649034,Socorro,Rural,407 
045649035,Tagumpay,Rural,400 
045649036,Tubas,Rural,603 
045649037,Tubigan,Rural,683 
