id,name,urban_rural,population
137503001,Sipac-Almacen,Urban,11541
137503002,Bagumbayan North,Urban,2652
137503003,Bagumbayan South,Urban,4524
137503004,Bangculasi,Urban,8263
137503005,Daanghari,Urban,19179
137503006,Navotas East,Urban,2241
137503007,Navotas West,Urban,8698
137503008,"North Bay Blvd., North",Urban,16201
137503009,"North Bay Blvd., South",Urban,68375
137503010,San Jose (Pob.),Urban,28153
137503011,San Rafael Village,Urban,3530
137503012,San Roque,Urban,17916
137503013,Tangos,Urban,32941
137503014,Tanza,Urban,24917
