id,name,urban_rural,population
086002001,Amandayehan,Rural,995
086002002,Anglit,Rural,497
086002003,Bacubac,Rural,973
086002004,Baloog,Rural,142
086002005,Basiao,Rural,1209
086002006,Buenavista,Rural,706
086002007,Burgos,Rural,900
086002008,Cambayan,Rural,429
086002009,Can-abay,Rural,1834
086002010,Cancaiyas,Rural,567
086002011,Canmanila,Rural,1377
086002012,Catadman,Rural,621
086002013,Cogon,Rural,1212
086002014,Dolongan,Rural,1221
086002015,Guintigui-an,Rural,394
086002016,Guirang,Rural,2374
086002017,Balante,Rural,555
086002018,Iba,Rural,551
086002019,Inuntan,Rural,664
086002021,Loog,Urban,1402
086002022,Mabini,Rural,2429
086002023,Magallanes,Rural,565
086002024,Manlilinab,Rural,231
086002025,Del Pilar,Rural,893
086002026,May-it,Rural,515
086002027,Mongabong,Rural,317
086002028,New San Agustin,Rural,468
086002029,Nouvelas Occidental,Rural,1238
086002030,San Fernando (Nouvelas Oriental),Rural,1541
086002031,Old San Agustin,Rural,1760
086002032,Panugmonon,Rural,627
086002033,Pelit,Rural,627
086002034,Baybay (Pob.),Rural,782
086002035,Buscada (Pob.),Rural,1129
086002036,Lawa-an (Pob.),Urban,850
086002037,Loyo (Pob.),Urban,1369
086002038,Mercado (Pob.),Urban,411
086002039,Palaypay (Pob.),Rural,2653
086002040,Sulod (Pob.),Rural,776
086002041,Roxas,Rural,1320
086002042,Salvacion,Rural,1502
086002043,San Antonio,Urban,2584
086002044,Sawa,Rural,986
086002045,Serum,Rural,945
086002046,Sugca,Rural,251
086002047,Sugponon,Rural,250
086002048,Tinaogan,Rural,1270
086002049,Tingib,Rural,1069
086002050,Villa Aurora,Rural,932
086002051,Binongtu-an,Rural,411
086002052,Bulao,Rural,1099
