id,name,urban_rural,population
086001001,Bacjao,Rural,1190
086001004,Biasong I,Rural,486
086001005,Costa Rica,Rural,357
086001007,Guin-ansan,Rural,440
086001008,Kerikite,Rural,922
086001011,Lunang I (Look),Rural,552
086001012,Lunang II,Rural,572
086001013,Malobago,Rural,367
086001014,Marasbaras,Rural,524
086001017,Panjobjoban I,Rural,360
086001019,Poblacion,Rural,245
086001023,Talahid,Rural,586
086001024,Tonga-tonga,Rural,199
086001025,Imelda (Badjang),Rural,424
086001026,Biasong II,Rural,444
086001027,Costa Rica II,Rural,295
086001028,Mabuhay,Rural,735
086001029,Magsaysay,Rural,461
086001030,Panjobjoban II,Rural,537
086001031,Roño,Rural,214
086001032,San Isidro,Rural,487
086001033,San Jose,Rural,276
086001034,Veloso,Rural,351
