id,name
086001000,ALMAGRO
086002000,BASEY
086004000,CALBIGA
086006000,DARAM
086007000,GANDARA
086008000,HINABANGAN
086009000,JIABONG
086010000,MARABUT
086011000,MATUGUINAO
086012000,MOTIONG
086013000,PINABACDAO
086014000,SAN JOSE DE BUAN
086015000,SAN SEBASTIAN
086016000,SANTA MARGARITA
086017000,SANTA RITA
086018000,SANTO NIÑO
086019000,TALALORA
086020000,TARANGNAN
086021000,VILLAREAL
086022000,PARANAS (WRIGHT)
086023000,ZUMARRAGA
086024000,TAGAPUL-AN
086025000,SAN JORGE
086026000,PAGSANGHAN
