id,name,urban_rural,population
086010001,Amambucale,Rural,436
086010002,Caluwayan,Rural,829
086010003,Canyoyo,Rural,523
086010004,Ferreras,Rural,417
086010005,Legaspi,Rural,829
086010006,Logero,Urban,432
086010007,Osmeña,Rural,1358
086010008,Pinalanga,Urban,844
086010009,Pinamitinan (Pob.),Rural,425
086010010,Catato Pob. (Dist. I),Rural,350
086010011,San Roque,Rural,833
086010012,Santo Niño Pob. (Dist. II),Urban,290
086010013,Tagalag,Rural,734
086010014,Tinabanan,Rural,1176
086010015,Amantillo,Urban,600
086010016,Binukyahan,Urban,511
086010017,Lipata,Rural,639
086010018,Mabuhay,Rural,1043
086010019,Malobago,Rural,446
086010020,Odoc,Rural,278
086010021,Panan-awan,Rural,316
086010022,Roño,Rural,495
086010023,Santa Rita,Rural,575
086010024,Veloso,Rural,736
