id,name,urban_rural,population
086017001,Alegria,Rural,254
086017002,Anibongan,Rural,1592
086017003,Aslum,Rural,1191
086017004,Bagolibas,Rural,585
086017005,Binanalan,Rural,1488
086017006,Cabacungan,Rural,714
086017007,Cabunga-an,Rural,569
086017008,Camayse,Rural,1048
086017009,Cansadong,Rural,381
086017010,Caticugan,Rural,1883
086017011,Dampigan,Rural,1951
086017012,Guinbalot-an,Rural,629
086017013,Hinangudtan,Rural,1441
086017014,Igang-igang,Rural,795
086017015,La Paz,Rural,209
086017016,Lupig,Rural,987
086017017,Magsaysay,Rural,2024
086017018,Maligaya,Rural,1951
086017019,New Manunca,Rural,497
086017020,Old Manunca,Rural,1489
086017021,Pagsulhogon,Rural,2063
086017023,Salvacion,Rural,637
086017024,San Eduardo,Rural,456
086017025,San Isidro,Rural,824
086017026,San Juan,Rural,801
086017027,San Pascual (Crossing),Rural,778
086017028,San Pedro,Rural,741
086017029,San Roque,Rural,181
086017030,Santa Elena,Rural,910
086017031,Tagacay,Rural,874
086017032,Tominamos,Rural,1588
086017033,Tulay,Rural,787
086017034,Union,Rural,709
086017035,Bokinggan Pob. (Zone I),Rural,1149
086017036,Bougainvilla Pob. (Zone II),Rural,485
086017037,Gumamela Pob. (Zone III),Urban,1474
086017038,Rosal Pob. (Zone IV),Rural,1144
086017039,Santan Pob. (Zone V),Rural,803
