id,name,urban_rural,population
086003001,Jose A. Roño,Rural,431
086003002,Acedillo,Rural,498
086003003,Alibaba,Rural,411
086003004,Amampacang,Rural,751
086003005,Anislag,Rural,1221
086003007,Ba-ay,Rural,1462
086003008,Bagacay,Rural,2730
086003009,Baja,Rural,268
086003010,Balud (Pob.),Urban,3364
086003011,Bante,Rural,1303
086003012,Bantian,Rural,1238
086003013,Basud,Rural,1324
086003015,Bayo,Rural,611
086003016,Begaho,Rural,1609
086003017,Binaliw,Rural,2053
086003018,Bugtong,Rural,1714
086003019,Buenavista,Rural,172
086003020,Cabacungan,Rural,1030
086003021,Cabatuan,Rural,1397
086003022,Cabicahan,Rural,653
086003023,Cabugawan,Rural,508
086003024,Cacaransan,Rural,652
086003025,Cag-olango,Rural,849
086003027,Cag-anahaw,Rural,359
086003028,Cagbanayacao,Rural,361
086003029,Cagbayang,Rural,900
086003030,Cagbilwang,Rural,494
086003031,Cagboborac,Rural,343
086003032,Caglanipao Sur,Rural,1087
086003033,Cagmanipes Norte,Rural,1847
086003034,Cag-anibong,Rural,544
086003035,Cagnipa,Rural,1910
086003036,Cagsalaosao,Rural,1568
086003037,Cahumpan,Rural,492
086003039,Calocnayan,Rural,200
086003040,Cangomaod,Rural,158
086003041,Canhumadac,Rural,289
086003042,Capacuhan,Rural,725
086003043,Capoocan,Urban,4494
086003044,Carayman,Rural,4397
086003045,Catabunan,Rural,260
086003047,Caybago,Rural,392
086003048,Central (Pob.),Urban,837
086003049,Cogon,Rural,800
086003050,Dagum,Rural,5264
086003052,Dawo,Rural,1124
086003053,De Victoria,Rural,293
086003054,Dinabongan,Rural,280
086003055,Dinagan,Rural,559
086003056,Dinawacan,Rural,344
086003057,Esperanza,Rural,176
086003058,Gadgaran,Rural,1501
086003059,Gasdo,Rural,133
086003060,Helino,Rural,399
086003061,Geraga-an,Rural,516
086003062,Guin-on,Rural,892
086003063,Guimbaoyan Norte,Rural,680
086003064,Guimbaoyan Sur,Rural,706
086003065,Hamorawon,Rural,3945
086003066,Hibabngan,Rural,188
086003067,Hibatang,Rural,276
086003068,Higasaan,Rural,313
086003069,Himalandrog,Rural,667
086003070,Jimautan,Rural,587
086003071,Hugon Rosales,Rural,203
086003072,Jacinto,Rural,172
086003074,Aguit-itan (Pob.),Rural,2884
086003076,Kilikili,Rural,424
086003077,La Paz,Rural,622
086003078,Langoyon,Rural,292
086003079,Lapaan,Rural,408
086003081,Libertad,Rural,336
086003082,Limarayon,Rural,547
086003083,Looc,Rural,340
086003084,Longsob,Rural,619
086003085,Lonoy,Rural,853
086003086,Mabini I (Calbayog District),Rural,350
086003087,Mabini II (Oquendo District),Rural,380
086003088,Macatingog,Rural,1567
086003089,Mag-ubay,Rural,1511
086003090,Maguino-o,Rural,1066
086003091,Malaga,Rural,1996
086003092,Malajog,Urban,2117
086003093,Malayog,Rural,1160
086003094,Malopalo,Rural,1223
086003095,Marcatubig,Rural,685
086003096,Mancol,Rural,247
086003097,Mantaong (Oquendo District),Rural,287
086003098,Matobato,Rural,4260
086003099,Mawacat,Rural,983
086003101,Maybog,Rural,273
086003102,Maysalong,Rural,195
086003103,Migara,Rural,1091
086003105,Nabang,Rural,657
086003106,Naga,Rural,731
086003107,Naguma,Rural,146
086003109,Navarro,Rural,530
086003110,Nijaga,Rural,2345
086003111,Oboob,Rural,405
086003112,Obrero,Urban,4419
086003113,Olera,Rural,333
086003114,Oquendo (Pob.),Urban,2184
086003115,Osmeña,Rural,373
086003116,Palanas,Rural,414
086003117,Palanogan,Rural,516
086003118,Panlayahan,Rural,665
086003119,Panonongan,Rural,352
086003120,Panoypoy,Rural,534
086003121,Patong,Rural,567
086003122,Peña,Rural,2716
086003123,Pilar,Rural,2209
086003124,Pinamorotan,Rural,341
086003126,Quezon,Rural,200
086003127,Rawis,Urban,5054
086003128,Rizal I (Calbayog District),Rural,677
086003129,Rizal II (Oquendo District),Rural,498
086003130,Roxas I (Calbayog District),Rural,191
086003131,Roxas II (Oquendo District),Rural,857
086003132,Saljag (Baut),Rural,545
086003133,Salvacion,Rural,227
086003134,San Antonio,Rural,281
086003135,San Isidro,Rural,601
086003136,San Joaquin,Rural,5648
086003137,San Jose,Rural,561
086003138,San Policarpio,Rural,6055
086003139,San Rufino,Rural,670
086003140,Saputan,Rural,487
086003141,Sigo,Rural,903
086003142,Sinantan,Rural,230
086003143,Sinidman Occidental,Rural,761
086003144,Sinidman Oriental,Rural,647
086003145,Tabawan,Rural,710
086003146,Talahiban,Rural,382
086003147,Tapa-e,Rural,278
086003148,Tarabucan,Rural,1965
086003149,Tigbe,Rural,348
086003152,Tinaplacan,Rural,1637
086003153,Tomaliguez,Urban,924
086003154,Trinidad (Sabang),Urban,4155
086003155,Victory,Rural,624
086003156,Villahermosa,Rural,624
086003158,Awang East (Pob.),Urban,2526
086003159,Awang West (Pob.),Urban,2492
086003160,Bagong Lipunan,Rural,224
086003162,Bontay,Rural,402
086003164,Kalilihan,Rural,294
086003165,Carmen,Urban,2670
086003166,Danao I,Rural,2340
086003167,Danao II,Rural,403
086003168,Gabay,Rural,259
086003171,Pagbalican,Rural,602
086003173,Payahan,Rural,1881
086003174,Tanval,Rural,347
086003175,Tinambacan Norte,Rural,1906
086003176,Tinambacan Sur,Rural,3102
086003177,Cagmanipes Sur,Rural,1125
086003178,"Manuel Barral, Sr.",Rural,388
