id,name,urban_rural,population
126319001,Bacdulong,Rural,2062
126319002,Denlag,Rural,2785
126319003,Halilan,Rural,1865
126319004,Hanoon,Rural,1464
126319005,Klubi,Rural,2878
126319006,Lake Lahit,Rural,1848
126319007,Lamcade,Rural,2240
126319008,Lamdalag,Rural,4417
126319009,Lamfugon,Rural,3886
126319010,Lamlahak,Rural,3461
126319011,Lower Maculan,Rural,1551
126319012,Luhib,Rural,2096
126319013,Ned,Rural,26088
126319014,Poblacion,Urban,7024
126319015,Siluton,Rural,2730
126319016,Talisay,Rural,2690
126319017,Takunel,Rural,2251
126319018,Upper Maculan,Rural,2546
126319019,Tasiman,Rural,2288
