id,name,urban_rural,population
112505001,Abijod,Rural,1789
112505002,Alegria,Rural,1755
112505003,Aliwagwag,Rural,1386
112505004,Aragon,Rural,1525
112505005,Baybay,Rural,843
112505009,Maglahus,Rural,1536
112505010,Mainit,Rural,1759
112505011,Malibago,Rural,1933
112505012,San Alfonso,Rural,3534
112505013,San Antonio,Urban,3634
112505014,San Miguel,Rural,794
112505015,San Rafael,Urban,2564
112505016,San Vicente,Rural,813
112505017,Santa Filomena,Rural,1267
112505018,Taytayan,Urban,5083
112505019,Poblacion,Urban,8364
