id,name,urban_rural,population
112506001,Anitap,Rural,1193
112506002,Manuel Roxas,Rural,2317
112506003,Don Aurelio Chicote,Rural,2059
112506004,Lavigan,Rural,2553
112506005,Luzon,Rural,2946
112506006,Magdug,Rural,2298
112506007,Monserrat,Rural,1633
112506008,Nangan,Rural,4182
112506009,Oregon,Rural,1146
112506010,Poblacion,Urban,4072
112506011,Pundaguitan,Rural,2336
112506012,Sergio Osmeña,Rural,1726
112506013,Surop,Rural,2292
112506014,Tagabebe,Rural,2097
112506015,Tamban,Rural,1373
112506016,Tandang Sora,Rural,1467
112506017,Tibanban,Rural,8310
112506018,Tiblawan,Rural,3002
112506019,Upper Tibanban,Rural,1260
112506020,Crispin Dela Cruz,Rural,2110
