id,name,urban_rural,population
112501001,Baculin,Urban,3374
112501002,Banao,Urban,1618
112501003,Batawan,Rural,847
112501004,Batiano,Rural,2871
112501005,Binondo,Rural,3260
112501006,Bobonao,Rural,929
112501007,Campawan,Rural,2304
112501008,Central (Pob.),Urban,4495
112501009,Dapnan,Rural,2464
112501010,Kinablangan,Urban,5441
112501011,Lambajon,Urban,7578
112501012,Mahanub,Rural,4023
112501013,Mikit,Rural,1168
112501014,Salingcomot,Rural,2326
112501015,San Isidro,Rural,2238
112501016,San Victor,Rural,1220
112501017,Lucod,Urban,4311
112501018,Saoquegue,Rural,2959
