id,name,urban_rural,population
045802001,Calawis,Urban,4252 
045802002,Cupang,Urban,84187 
045802003,Dela Paz (Pob.),Urban,61281 
045802004,Mayamot,Urban,49073 
045802007,San Isidro (Pob.),Urban,57446 
045802008,San Jose (Pob.),Urban,88222 
045802009,San Roque (Pob.),Urban,52343 
045802010,Mambugan,Urban,48247 
045802011,Bagong Nayon,Urban,45152 
045802012,Beverly Hills,Urban,1590 
045802013,Dalig,Urban,45805 
045802014,Inarawan,Urban,18026 
045802015,San Juan,Urban,8488 
045802016,San Luis,Urban,48780 
045802017,Santa Cruz,Urban,55025 
045802018,Muntingdilaw,Urban,9824 
