id,name,urban_rural,population
160209001,Aclan,Rural,2217
160209002,Amontay,Rural,1658
160209004,Ata-atahon,Rural,1614
160209005,Camagong,Rural,4917
160209006,Cubi-cubi,Rural,1291
160209007,Culit,Rural,3074
160209008,Jaguimitan,Rural,1374
160209009,Kinabjangan,Rural,3591
160209010,Barangay 1 (Pob.),Rural,1159
160209011,Barangay 2 (Pob.),Rural,1216
160209012,Barangay 3 (Pob.),Rural,969
160209013,Barangay 4 (Pob.),Urban,822
160209014,Barangay 5 (Pob.),Urban,1506
160209015,Barangay 6 (Pob.),Rural,1466
160209016,Barangay 7 (Pob.),Urban,1636
160209017,Punta,Rural,3613
160209018,Santa Ana,Rural,2110
160209019,Talisay,Urban,3668
160209020,Triangulo,Urban,2762
