id,name,urban_rural,population
160205001,Baleguian,Rural,2136
160205002,Bangonay,Rural,3073
160205003,A. Beltran (Camalig),Rural,1149
160205004,Bunga,Rural,951
160205005,Colorado,Rural,1570
160205006,Cuyago,Rural,2015
160205007,Libas,Rural,1455
160205008,Magdagooc,Rural,1464
160205009,Magsaysay,Rural,1155
160205010,Maraiging,Rural,507
160205011,Poblacion (Jabonga),Urban,3713
160205012,San Jose,Rural,977
160205013,San Pablo,Rural,957
160205014,San Vicente,Rural,1747
160205015,Santo Niño,Rural,964
