id,name,urban_rural,population
175304001,Agutayan,Rural,711
175304002,Bugsuk (New Cagayancillo),Rural,816
175304003,Bancalaan,Rural,10427
175304005,Indalawan,Rural,1270
175304006,Catagupan,Rural,1954
175304007,Malaking Ilog,Rural,882
175304008,Mangsee,Rural,8433
175304009,Melville,Rural,1129
175304011,Pandanan,Rural,972
175304012,Pasig,Rural,340
175304019,Rabor,Rural,312
175304020,Ramos,Rural,1963
175304021,Salang,Rural,2533
175304022,Sebaring,Rural,901
175304024,Poblacion I,Urban,233
175304025,Poblacion II,Rural,294
175304026,Poblacion III,Rural,420
175304027,Poblacion IV,Rural,427
175304028,Poblacion V,Rural,530
175304029,Poblacion VI,Rural,1211
