id,name,urban_rural,population
143215001,Ambato Legleg,Rural,434
143215003,Bangad Centro,Rural,610
143215004,Basao,Rural,1196
143215006,Belong Manubal,Rural,469
143215007,Butbut (Butbut-Ngibat),Rural,580
143215008,Bugnay,Rural,992
143215009,Buscalan (Buscalan-Locong),Rural,703
143215010,Dananao,Rural,719
143215011,Loccong,Rural,495
143215012,Luplupa,Rural,521
143215013,Mallango,Rural,799
143215014,Poblacion,Urban,833
143215016,Sumadel 1,Rural,551
143215017,Sumadel 2,Rural,535
143215018,Tulgao East,Rural,535
143215019,Tulgao West,Rural,556
143215020,Upper Bangad,Rural,556
143215021,Ngibat,Rural,288
143215022,Old Tinglayan,Rural,306
143215023,Lower Bangad,Rural,879
