id,name,urban_rural,population
054111001,Anas,Rural,1310
054111002,Asid,Rural,1703
054111003,B. Titong,Rural,1770
054111004,Bagumbayan,Urban,4291
054111005,Bantigue,Rural,3044
054111006,Bapor (Pob.),Urban,1327
054111007,Batuhan,Rural,1743
054111008,Bayombon,Rural,1735
054111009,Biyong,Rural,1880
054111010,Bolo,Rural,3154
054111011,Cagay,Rural,1268
054111012,Cawayan Exterior,Rural,1210
054111013,Cawayan Interior,Rural,696
054111014,Centro (Pob.),Urban,1919
054111015,Espinosa,Urban,4268
054111016,F. Magallanes,Urban,3174
054111017,Ibingay,Urban,6836
054111018,Igang,Rural,1182
054111019,Kalipay (Pob.),Urban,1643
054111020,Kinamaligan,Rural,5673
054111021,Malinta,Rural,3132
054111022,Mapiña,Rural,1309
054111023,Mayngaran,Rural,2671
054111024,Nursery,Urban,10820
054111025,Pating (Pob.),Urban,4410
054111026,Pawa,Rural,1962
054111027,Sinalongan,Rural,1238
054111028,Tugbo,Urban,6306
054111029,Ubongan Dacu,Rural,850
054111030,Usab,Rural,2703
