id,name,urban_rural,population
054103001,Baybay (Lumocab),Rural,659
054103002,Bongcanaway,Rural,565
054103003,Mabuhay (Bongcanaway III),Rural,851
054103004,Calumpang,Rural,1740
054103005,Cantil,Rural,1978
054103006,Casamongan,Rural,720
054103007,Dao,Rural,1943
054103008,Danao,Rural,1349
054103009,Guinbanwahan,Rural,1705
054103010,Ilaya,Rural,1487
054103011,Jangan,Rural,894
054103012,Jintotolo,Rural,1454
054103013,Mapili,Rural,222
054103014,Mapitogo,Rural,372
054103015,Pajo,Rural,1970
054103016,Palane,Rural,1078
054103017,Panguiranan,Rural,3212
054103018,Panubigan,Rural,934
054103019,Poblacion (Balud),Urban,2710
054103020,Pulanduta,Rural,1323
054103021,Quinayangan Diotay,Rural,672
054103022,Quinayangan Tonga,Rural,369
054103023,Salvacion,Rural,1134
054103024,Sampad,Rural,423
054103025,San Andres (Quinayangan Dacu),Rural,944
054103026,San Antonio,Rural,1045
054103027,Sapatos,Rural,585
054103029,Talisay,Rural,728
054103030,Tonga,Rural,755
054103031,Ubo,Rural,1368
054103032,Victory (Victoria),Rural,377
054103033,Villa Alvarez,Rural,275
