id,name,urban_rural,population
054105001,Abaca,Rural, 471 
054105002,Aguada,Rural, 1158 
054105003,Badiang,Rural, 1029 
054105004,Bagumbayan,Rural, 1112 
054105005,Cadulawan,Rural, 1241 
054105006,Cagbatang,Rural, 1396 
054105007,Chimenea,Rural, 441 
054105008,Concepcion,Rural, 1260 
054105010,Curvada,Rural, 1960 
054105011,Divisoria,Rural, 723 
054105012,Domorog,Rural, 1675 
054105013,Estampar,Rural, 1600 
054105014,Gahit,Rural, 1170 
054105015,Libtong,Rural, 607 
054105016,Liong,Rural, 1651 
054105017,Maanahao,Rural, 969 
054105018,Madamba,Rural, 1290 
054105019,Malobago,Rural, 789 
054105020,Matayum,Rural, 1797 
054105021,Matubinao,Rural, 1134 
054105022,Mintac,Rural, 1221 
054105023,Nadawisan,Rural, 1108 
054105024,Osmeña,Rural, 834 
054105025,Pawican,Rural, 3593 
054105026,Pitogo,Rural, 1152 
054105027,Poblacion,Urban, 7595 
054105028,Quezon,Rural, 1942 
054105029,San Isidro,Rural, 529 
054105030,San Jose,Rural, 652 
054105031,San Pedro,Rural, 982 
054105032,San Rafael,Rural, 718 
054105033,Santa Teresita,Rural, 1352 
054105034,Santo Niño,Rural, 1491 
054105036,Tagboan,Rural, 945 
054105037,Tuybo,Rural, 714 
054105038,Villa Pogado,Rural, 777 
