id,name,urban_rural,population
054110001,Alas,Rural,2085
054110002,Ayat,Rural,1512
054110003,Bat-Ongan,Rural,1521
054110004,Bugtong,Rural,1394
054110005,Buri,Rural,1025
054110006,Cabitan,Rural,4303
054110007,Cagmasoso,Rural,478
054110008,Canomoy,Rural,1305
054110009,Centro,Rural,632
054110010,Dayao,Rural,1621
054110011,Guincaiptan,Rural,777
054110012,Lantangan,Rural,2442
054110013,Looc,Rural,701
054110014,Mabatobato,Rural,650
054110015,Maolingon,Rural,2624
054110016,Nailaban,Rural,924
054110017,Nanipsan,Rural,599
054110018,Pinamangcaan,Rural,726
054110019,Poblacion,Urban,4501
054110020,Polo Dacu,Rural,1174
054110021,San Juan,Rural,755
054110022,San Pablo,Rural,847
054110023,Santa Fe,Rural,469
054110024,Tagpu,Rural,1721
054110025,Tumalaytay,Rural,2373
054110026,Laguinbanwa,Urban,1002
