id,name,urban_rural,population
054121001,Arado,Rural,714
054121002,Armenia,Rural,4303
054121003,Aurora,Rural,1154
054121004,Badling,Rural,843
054121005,Bonifacio,Rural,1672
054121006,Buenasuerte,Rural,1320
054121007,Buenavista,Rural,3143
054121008,Campana,Rural,1067
054121009,Candelaria,Rural,1270
054121010,Centro,Rural,877
054121011,Crossing,Rural,1580
054121012,Dapdap,Rural,2546
054121013,Del Carmen,Rural,3539
054121014,Del Rosario,Rural,726
054121015,Libertad,Rural,1382
054121016,Madao,Rural,990
054121017,Mabini,Rural,1061
054121018,Magsaysay,Rural,1357
054121019,Marcella,Rural,2052
054121020,Miaga,Rural,2566
054121021,Mongahay,Rural,663
054121022,Morocborocan,Rural,1548
054121023,Mabuhay,Rural,967
054121024,Paguihaman,Rural,1674
054121025,Panicijan,Rural,1831
054121026,Poblacion,Urban,1726
054121027,Quezon,Rural,1582
054121028,San Isidro,Rural,810
054121029,San Jose,Rural,1084
054121030,San Mateo,Rural,1181
054121031,San Ramon,Rural,1886
054121032,San Vicente,Rural,1070
054121033,Santo Cristo,Rural,794
054121034,Sawang,Rural,1397
054121035,Simawa,Rural,1227
