id,name,urban_rural,population
071221001,Alejawan,Rural,801
071221002,Angilan,Rural,540
071221003,Anibongan,Rural,540
071221004,Bangwalog,Rural,1340
071221005,Cansuhay,Rural,735
071221006,Danao,Rural,688
071221007,Duay,Rural,390
071221008,Guinsularan,Rural,1736
071221009,Itum,Rural,1139
071221010,Langkis,Rural,1002
071221011,Lobogon,Rural,1329
071221012,Madua Norte,Rural,475
071221013,Madua Sur,Rural,699
071221014,Mambool,Rural,556
071221015,Mawi,Rural,518
071221016,Payao,Rural,598
071221017,San Antonio (Pob.),Urban,1211
071221018,San Isidro,Rural,809
071221019,San Pedro,Rural,1334
071221020,Imelda,Rural,615
071221021,Taytay,Rural,525
