id,name,urban_rural,population
071225001,Alejawan,Rural,843
071225002,Balili,Urban,1263
071225003,Boctol,Urban,1023
071225004,Buyog,Rural,386
071225005,Bunga Ilaya,Rural,816
071225006,Bunga Mar,Rural,1385
071225007,Cabunga-an,Urban,1179
071225008,Calabacita,Urban,1362
071225009,Cambugason,Rural,993
071225010,Can-ipol,Rural,511
071225011,Canjulao,Rural,2752
071225012,Cantagay,Rural,834
071225013,Cantuyoc,Rural,884
071225014,Can-uba,Rural,343
071225015,Can-upao,Rural,2037
071225016,Faraon,Rural,547
071225017,Ipil,Rural,319
071225018,Kinagbaan,Rural,436
071225019,Laca,Rural,316
071225020,Larapan,Rural,764
071225021,Lonoy,Urban,1259
071225022,Looc,Rural,865
071225023,Malbog,Rural,1031
071225024,Mayana,Rural,1482
071225025,Naatang,Rural,580
071225026,Nausok,Rural,348
071225027,Odiong,Rural,1023
071225028,Pagina,Rural,1405
071225029,Pangdan,Rural,1197
071225030,Poblacion (Pondol),Urban,1020
071225031,Tejero,Urban,1412
071225032,Tubod Mar,Rural,516
071225033,Tubod Monte,Rural,1435
