id,name,urban_rural,population
071220001,Abihid,Rural,333
071220002,Alemania,Rural,208
071220003,Baguhan,Rural,324
071220004,Bakilid,Rural,165
071220005,Balbalan,Rural,273
071220006,Banban,Rural,521
071220007,Bauhugan,Rural,308
071220008,Bilisan,Rural,161
071220009,Cabagakian,Rural,649
071220010,Cabanbanan,Rural,416
071220011,Cadap-agan,Rural,445
071220012,Cambacol,Rural,248
071220013,Cambayaon,Rural,372
071220014,Canhayupon,Rural,669
071220015,Canlambong,Rural,526
071220016,Casingan,Rural,207
071220017,Catugasan,Rural,313
071220018,Datag,Rural,221
071220019,Guindaguitan,Rural,455
071220020,Guingoyuran,Rural,538
071220021,Ile,Rural,269
071220022,Lapsaon,Rural,455
071220023,Limokon Ilaod,Rural,641
071220024,Limokon Ilaya,Rural,724
071220025,Luyo,Rural,960
071220026,Malijao,Rural,319
071220027,Oac,Rural,805
071220028,Pagsa,Rural,309
071220029,Pangihawan,Rural,242
071220030,Sawang,Rural,491
071220031,Puangyuta,Rural,297
071220033,Tangohay,Rural,635
071220036,Taongon Cabatuan,Rural,594
071220037,Tawid Bitaog,Rural,271
071220038,Taongon Can-andam,Rural,802
