id,name,urban_rural,population
071240001,Abachanan,Urban,1999
071240002,Anibongan,Rural,707
071240003,Bugsoc,Rural,2583
071240004,Canlangit,Rural,1390
071240005,Canta-ub,Rural,314
071240006,Casilay,Rural,407
071240007,Danicop,Urban,981
071240008,Dusita,Rural,598
071240009,Cahayag,Rural,489
071240010,La Union,Rural,620
071240011,Lataban,Rural,512
071240012,Magsaysay,Rural,580
071240013,Matin-ao,Urban,1356
071240014,Man-od,Rural,1072
071240015,Poblacion,Urban,2763
071240016,Salvador,Rural,1716
071240017,San Agustin,Rural,1192
071240018,San Isidro,Rural,1419
071240019,San Jose,Rural,879
071240020,San Juan,Rural,979
071240021,Santa Cruz,Rural,940
071240022,Villa Garcia,Rural,1202
