id,name,urban_rural,population
071238001,Bayongan,Rural,2251
071238003,Bugang,Rural,1111
071238004,Cabangahan,Rural,785
071238005,Kagawasan,Rural,1190
071238006,Camanaga,Rural,1705
071238007,Cambangay Norte,Rural,1566
071238008,Capayas,Rural,1033
071238009,Corazon,Rural,1691
071238010,Garcia,Rural,646
071238011,Hagbuyo,Rural,1214
071238012,Caluasan,Rural,679
071238013,Mahayag,Rural,2329
071238014,Poblacion,Urban,2514
071238015,San Isidro,Rural,1541
071238016,San Jose,Rural,827
071238017,San Vicente,Rural,734
071238018,Santo Niño,Rural,695
071238019,Tomoc,Rural,1063
