id,name,urban_rural,population
071224001,Anonang,Rural,721
071224002,Bahan,Rural,464
071224003,Badiang,Rural,1083
071224005,Baguhan,Urban,541
071224007,Banahao,Rural,652
071224008,Baogo,Urban,1252
071224009,Bugang,Urban,696
071224010,Cagawasan,Rural,1290
071224011,Cagayan,Rural,390
071224012,Cambitoon,Rural,919
071224013,Canlinte,Rural,276
071224014,Cawayan,Rural,1147
071224015,Cogon,Rural,865
071224016,Cuaming,Rural,2826
071224017,Dagnawan,Rural,637
071224018,Dagohoy,Rural,1310
071224019,Dait Sur,Rural,622
071224020,Datag,Rural,559
071224021,Fatima,Rural,721
071224022,Hambongan,Rural,523
071224023,Ilaud (Pob.),Urban,954
071224024,Ilaya,Rural,376
071224025,Ilihan,Rural,398
071224027,Lapacan Norte,Rural,350
071224028,Lapacan Sur,Rural,1217
071224029,Lawis,Urban,1389
071224030,Liloan Norte,Rural,1490
071224031,Liloan Sur,Rural,954
071224032,Lomboy,Rural,589
071224033,Lonoy Cainsican,Rural,656
071224034,Lonoy Roma,Rural,593
071224035,Lutao,Rural,1173
071224036,Luyo,Rural,732
071224037,Mabuhay,Rural,383
071224038,Maria Rosario,Rural,424
071224039,Nabuad,Urban,1804
071224040,Napo,Rural,706
071224041,Ondol,Rural,1122
071224042,Poblacion,Urban,930
071224043,Riverside,Rural,260
071224044,Saa,Rural,634
071224045,San Isidro,Rural,992
071224046,San Jose,Urban,1566
071224047,Santo Niño,Rural,799
071224048,Santo Rosario,Rural,997
071224049,Sua,Rural,554
071224050,Tambook,Rural,490
071224051,Tungod,Rural,1089
071224052,U-og,Rural,1112
071224053,Ubujan,Rural,1064
