id,name,urban_rural,population
071212001,Alegria,Rural,1199
071212002,Bicao,Rural,2295
071212003,Buenavista,Urban,2546
071212004,Buenos Aires,Rural,1337
071212005,Calatrava,Rural,1801
071212006,El Progreso,Rural,820
071212007,El Salvador,Rural,543
071212008,Guadalupe,Rural,1991
071212009,Katipunan,Rural,2712
071212010,La Libertad,Rural,840
071212011,La Paz,Rural,1430
071212012,La Salvacion,Rural,1061
071212013,La Victoria,Rural,1100
071212014,Matin-ao,Rural,800
071212015,Montehermoso,Rural,952
071212016,Montesuerte,Urban,2467
071212017,Montesunting,Rural,870
071212018,Montevideo,Rural,1274
071212019,Nueva Fuerza,Rural,2281
071212020,Nueva Vida Este,Rural,918
071212021,Nueva Vida Sur,Rural,915
071212022,Nueva Vida Norte,Rural,981
071212023,Poblacion Norte,Urban,2937
071212024,Poblacion Sur,Urban,2961
071212025,Tambo-an,Rural,1175
071212026,Vallehermoso,Rural,1709
071212027,Villaflor,Rural,863
071212028,Villafuerte,Rural,1012
071212029,Villarcayo,Rural,1789
