id,name,urban_rural,population
103509001,Abaga,Rural,3089
103509002,Andil,Rural,582
103509003,Matampay Bucana,Rural,905
103509004,Darumawang Bucana,Rural,1351
103509005,Cabasagan,Rural,2610
103509006,Camalan,Rural,938
103509008,Darumawang Ilaya,Rural,3429
103509009,El Salvador,Rural,1312
103509010,Gumagamot,Rural,1629
103509012,Lala Proper (Pob.),Urban,3476
103509013,Lanipao,Urban,4748
103509014,Magpatao,Rural,1890
103509015,Maranding,Urban,12596
103509016,Matampay Ilaya,Rural,1379
103509017,Pacita,Rural,1422
103509018,Pendolonan,Rural,970
103509019,Pinoyak,Rural,3298
103509020,Raw-an,Rural,1974
103509021,Rebe,Rural,4380
103509022,San Isidro Lower,Rural,1609
103509023,San Isidro Upper,Rural,1185
103509024,San Manuel,Rural,1360
103509025,Santa Cruz Lower,Rural,945
103509026,Santa Cruz Upper,Rural,702
103509027,Simpak,Rural,3746
103509028,Tenazas,Rural,2366
103509029,Tuna-an,Rural,1464
