id,name,urban_rural,population
153811008,Gadungan,Rural,1163
153811009,Gumagadong Calawag,Rural,1272
153811010,Guiday T. Biruar,Rural,2306
153811012,Landasan (Sarmiento),Urban,11765
153811013,Limbayan,Rural,1846
153811014,Bongo Island (Litayen),Rural,4891
153811015,Magsaysay,Urban,4166
153811016,Making,Rural,5400
153811017,Nituan,Rural,2822
153811018,Orandang,Rural,1235
153811019,Pinantao,Rural,1552
153811020,Poblacion,Urban,8637
153811021,Polloc,Rural,3394
153811023,Tagudtongan,Rural,1629
153811024,Tuca-Maror,Rural,1894
153811025,Manion,Rural,1210
153811026,Macasandag,Rural,1744
153811027,Cotongan,Rural,1478
153811028,Poblacion II,Urban,8916
153811029,Samberen,Rural,579
153811030,Kabuan,Rural,1019
153811031,Campo Islam,Rural,1715
153811032,Datu Macarimbang Biruar,Rural,1154
153811033,Gadunganpedpandaran,Rural,1008
153811034,Moro Point,Rural,533
