id,name,urban_rural,population
174002001,Bagacay,Rural,1150
174002002,Bagtingon,Rural,1576
174002003,Bicas-bicas,Rural,759
174002004,Caigangan,Rural,2341
174002005,Daykitin,Rural,2770
174002006,Libas,Rural,2148
174002007,Malbog,Rural,1610
174002011,Sihi,Rural,1511
174002012,Timbo (Sanggulong),Rural,1002
174002013,Tungib-Lipata,Rural,2135
174002014,Yook,Rural,3147
174002015,Barangay I (Pob.),Urban,1155
174002016,Barangay II (Pob.),Rural,434
174002017,Barangay III (Pob.),Rural,660
174002018,Barangay IV (Pob.),Rural,713
