id,name,urban_rural,population
097210001,Anastacio,Rural, 1382 
097210002,Bandera,Rural, 1265 
097210003,Bethlehem,Rural, 703 
097210004,Dangi,Rural, 503 
097210005,Dansullan,Rural, 1131 
097210006,De Venta Perla,Rural, 930 
097210007,Guinles,Rural, 1904 
097210008,Isis,Rural, 1758 
097210009,Labrador (Prinda),Rural, 1260 
097210010,Lapayanbaja,Rural, 791 
097210011,Letapan,Rural, 1079 
097210012,Linabo,Rural, 302 
097210013,Lingasad,Rural, 2455 
097210014,Macleodes,Rural, 588 
097210015,Magangon,Rural, 1157 
097210016,Maligaya,Rural, 335 
097210017,Milad,Rural, 802 
097210018,New Lebangon,Rural, 639 
097210019,New Sicayab,Rural, 906 
097210020,Obay,Rural, 4136 
097210021,Pian,Rural, 763 
097210022,Poblacion South,Urban, 1703 
097210023,San Antonio (Paetan),Rural, 1423 
097210024,San Miguel (Loboc),Rural, 717 
097210025,San Pedro,Rural, 1242 
097210026,Santo Niño (Lantoy),Rural, 1518 
097210027,Silawe,Rural, 1872 
097210028,Sianib,Rural, 1079 
097210029,Villahermosa,Rural, 1195 
097210030,Poblacion North,Urban, 1934 
