id,name,urban_rural,population
097208001,Alvenda,Rural, 889 
097208002,Buenasuerte,Rural, 1233 
097208003,Diland,Rural, 413 
097208004,Diolen,Rural, 505 
097208005,Head Tipan,Rural, 430 
097208006,New Casul,Rural, 286 
097208007,Newland,Rural, 713 
097208008,New Siquijor,Rural, 892 
097208009,Paso Rio,Rural, 320 
097208010,Poblacion,Urban, 1726 
097208011,San Miguel,Rural, 510 
097208012,Tinglan,Rural, 595 
097208013,Totongon,Rural, 570 
097208014,Tubac,Rural, 559 
097208015,Unidos,Rural, 669 
097208016,Santo Tomas,Urban, 1665 
