id,name,urban_rural,population
097217001,Bagacay,Rural, 843 
097217002,Calilic,Rural, 486 
097217003,Calube,Rural, 1005 
097217004,Kanim,Rural, 881 
097217005,Delapa,Rural, 670 
097217006,Libay,Rural, 1753 
097217007,Magsaysay,Rural, 1223 
097217008,Marapong,Rural, 990 
097217009,Minlasag,Rural, 732 
097217010,Oyan,Rural, 629 
097217011,Panganuran,Rural, 272 
097217012,Poblacion (Sibutad),Urban, 3446 
097217013,Sawang,Rural, 1419 
097217014,Sibuloc,Rural, 571 
097217015,Sinipay,Rural, 500 
097217016,Sipaloc,Rural, 1363 
