id,name,urban_rural,population
101302001,Aludas,Rural,471
101302002,Angga-an,Rural,1320
101302003,Tangkulan (Jose Rizal),Rural,2040
101302004,Kinapat,Rural,550
101302005,Kiraon,Rural,586
101302006,Kitingting,Rural,726
101302007,Lagandang,Rural,1060
101302008,Macapari,Rural,1255
101302009,Maican,Rural,989
101302010,Migcawayan,Rural,1389
101302011,New Compostela,Rural,1066
101302013,Old Damulog,Rural,1546
101302014,Omonay,Rural,4549
101302015,Poblacion (New Damulog),Urban,4349
101302016,Pocopoco,Rural,880
101302017,Sampagar,Rural,2019
101302019,San Isidro,Rural,743
