id,name,urban_rural,population
101320001,Basak,Rural,1322
101320002,Baylanan,Rural,1354
101320003,Cacaon,Rural,2273
101320004,Colawingon,Rural,1091
101320005,Cosina,Rural,3191
101320006,Dagumbaan,Rural,2285
101320007,Dagundalahon,Rural,1529
101320008,Dominorog,Rural,5392
101320009,Lapok,Rural,1671
101320010,Indulang,Rural,3936
101320011,Lantud,Rural,2472
101320013,Liguron,Rural,1325
101320014,Lingi-on,Rural,1161
101320015,Lirongan,Rural,2932
101320016,Santo Niño (Lumbayawa),Rural,2429
101320018,Miarayon,Rural,2602
101320019,Barangay 1 (Pob.),Rural,1048
101320020,Barangay 2 (Pob.),Urban,1158
101320021,Barangay 3 (Pob.),Urban,1477
101320022,Barangay 4 (Pob.),Rural,1266
101320023,Barangay 5 (Pob.),Rural,2310
101320024,Sagaran,Rural,1450
101320025,Salucot,Rural,1568
101320026,San Antonio,Rural,4118
101320027,San Isidro,Rural,5358
101320028,San Miguel,Rural,2551
101320029,San Rafael,Rural,2324
101320030,Tagbak,Rural,1672
101320031,Tikalaan,Rural,3858
