id,name,urban_rural,population
101308003,Balintawak,Rural,735
101308006,Cagawasan,Rural,911
101308007,East Kibawe (Pob.),Urban,2777
101308008,Gutapol,Rural,1715
101308011,Pinamula,Rural,1133
101308013,Kiorao,Rural,685
101308014,Kisawa,Rural,750
101308015,Labuagon,Rural,1890
101308016,Magsaysay,Rural,1541
101308018,Marapangi,Rural,2037
101308019,Mascariñas,Rural,567
101308020,Natulongan,Rural,2716
101308021,New Kidapawan,Rural,1185
101308023,Old Kibawe,Rural,2108
101308028,Romagooc,Rural,2132
101308030,Sampaguita,Rural,1216
101308031,Sanipon,Rural,669
101308032,Spring,Rural,1458
101308033,Talahiron,Rural,2929
101308034,Tumaras,Rural,670
101308035,West Kibawe (Pob.),Urban,3004
101308036,Bukang Liwayway,Rural,1037
101308037,Palma,Urban,1902
