id,name,urban_rural,population
104302001,Balagnan,Rural,829
104302003,Baliwagan,Rural,3135
104302004,San Francisco,Rural,703
104302005,Binitinan,Rural,3285
104302006,Blanco,Rural,2315
104302008,Calawag,Rural,952
104302009,Camuayan,Rural,2402
104302010,Cogon,Rural,6000
104302011,Dansuli,Rural,508
104302012,Dumarait,Rural,1945
104302013,Hermano,Rural,2093
104302014,Kibanban,Rural,1920
104302015,Linabu,Rural,2688
104302016,Linggangao,Rural,2491
104302017,Mambayaan,Rural,2649
104302018,Mandangoa,Rural,3524
104302019,Napaliran,Urban,2396
104302020,Barangay 1 (Pob.),Rural,2126
104302021,Barangay 2 (Pob.),Rural,1014
104302022,Barangay 3 (Pob.),Urban,2348
104302023,Barangay 4 (Pob.),Rural,1184
104302024,Barangay 5 (Pob.),Rural,985
104302025,Barangay 6 (Pob.),Rural,1997
104302026,Quezon,Rural,1274
104302027,Rosario,Rural,994
104302028,Samay,Rural,2590
104302029,San Isidro,Rural,2481
104302030,San Juan,Rural,1896
104302031,Talusan,Rural,2635
104302032,Waterfall,Rural,4517
