id,name,urban_rural,population
104311001,Aplaya,Rural,4811
104311002,Bobontugan,Rural,5221
104311003,Corrales,Rural,1095
104311004,Danao,Rural,3039
104311005,Jampason,Rural,2579
104311006,Kimaya,Rural,4937
104311007,Lower Jasaan (Pob.),Urban,5578
104311008,Luz Banzon,Rural,3096
104311009,Natubo,Rural,1883
104311010,San Antonio,Rural,5552
104311011,San Isidro,Rural,2169
104311012,San Nicolas,Rural,1387
104311013,Solana,Rural,3792
104311014,Upper Jasaan (Pob.),Urban,3899
104311015,I. S. Cruz,Rural,1083
