id,name,urban_rural,population
104317001,Abunda,Rural,648
104317002,Artadi,Rural,1319
104317003,Bonifacio Aquino,Rural,1649
104317004,Cabalawan,Rural,717
104317005,Cabantian,Rural,1280
104317006,Cabubuhan,Rural,1531
104317007,Candiis,Rural,2798
104317008,Consuelo,Rural,3753
104317009,Damayuhan,Rural,1306
104317010,Gumabon,Rural,789
104317011,Kauswagan,Rural,636
104317012,Kibungsod,Rural,3021
104317013,Mahayahay,Rural,714
104317014,Mindulao,Rural,948
104317015,Pag-asa,Rural,558
104317016,Poblacion,Urban,1606
104317017,San Isidro,Rural,2191
104317018,San Vicente,Rural,1423
104317019,Santa Cruz,Rural,1834
104317020,Tibon-tibon,Rural,661
104317021,Tulang (Cadena de Amor),Rural,471
104317022,Villa Felipa,Rural,1199
104317023,Katipunan,Rural,632
104317024,Tama,Rural,736
104317025,Tinaan,Rural,627
