id,name,urban_rural,population
086417001,Benit,Rural,328
086417002,Buac Daku,Rural,101
086417003,Buac Gamay,Rural,742
086417004,Cabadbaran,Rural,179
086417005,Concepcion,Rural,1179
086417006,Consolacion,Urban,1161
086417007,Dagsa,Rural,483
086417008,Hibod-hibod,Rural,368
086417009,Hindangan,Rural,125
086417010,Hipantag,Rural,298
086417011,Javier,Rural,721
086417012,Kahupian,Rural,1363
086417013,Kanangkaan,Rural,309
086417014,Kauswagan,Rural,321
086417015,La Purisima Concepcion,Rural,1075
086417016,Libas,Rural,1865
086417017,Lum-an,Rural,127
086417018,Mabicay,Rural,719
086417019,Mac,Rural,1788
086417020,Magatas,Rural,1139
086417021,Mahayahay,Rural,914
086417022,Malinao,Rural,497
086417023,Maria Plana,Rural,234
086417024,Milagroso,Rural,657
086417025,Pancho Villa,Rural,1030
086417026,Pandan,Rural,1182
086417027,Zone I (Pob.),Urban,1531
086417028,Zone II (Pob.),Rural,821
086417029,Zone III (Pob.),Urban,2138
086417030,Zone IV (Pob.),Urban,462
086417031,Zone V (Pob.),Urban,3536
086417032,Rizal,Urban,1852
086417033,Salvacion,Rural,710
086417034,San Francisco Mabuhay,Rural,437
086417035,San Isidro,Rural,1030
086417036,San Jose,Rural,1326
086417037,San Juan (Agata),Rural,668
086417038,San Miguel,Rural,1269
086417039,San Pedro,Rural,1707
086417040,San Roque,Urban,1528
086417041,San Vicente,Rural,189
086417042,Santa Maria,Rural,209
086417043,Suba,Rural,1031
086417044,Tampoong,Rural,1622
086417045,Olisihan,Rural,440
