id,name,urban_rural,population
086413001,Anislagon,Rural,321
086413002,Bongbong,Rural,684
086413003,Central (Pob.),Rural,1289
086413004,Dakit (Pob.),Urban,1000
086413005,Habay,Rural,528
086413006,Marayag,Rural,764
086413007,Napantao,Rural,1172
086413008,Pinamudlan,Rural,718
086413009,Santa Paz Norte,Rural,678
086413010,Santa Paz Sur,Rural,401
086413011,Sudmon,Rural,615
086413012,Tinaan,Rural,495
086413013,Tuno,Rural,570
086413014,Ubos (Pob.),Urban,988
086413015,Bongawisan,Rural,77
086413016,Causi,Rural,306
086413017,Gabi,Rural,445
086413018,Cahayag,Rural,318
086413019,Malico,Rural,302
086413020,Pasanon,Rural,343
086413021,Punta,Rural,0
086413022,Santa Cruz,Rural,514
