id,name,urban_rural,population
060613001,Atabay,Urban,2164 
060613002,Badiang,Urban,2638 
060613003,Barangay 1 (Pob.),Urban,2762 
060613004,Barangay 2 (Pob.),Urban,1867 
060613005,Barangay 3 (Pob.),Urban,3289 
060613006,Barangay 4 (Pob.),Urban,2847 
060613007,Barangay 5 (Pob.),Urban,1048 
060613008,Barangay 6 (Pob.),Urban,482 
060613009,Barangay 7 (Pob.),Urban,398 
060613010,Barangay 8 (Pob.),Urban,4671 
060613011,Bariri,Urban,1130 
060613014,Bugarot (Catungan-Bugarot),Rural,952 
060613015,Cansadan (Cansadan-Tubudan),Urban,1380 
060613016,Durog,Rural,280 
060613017,Funda-Dalipe,Urban,5498 
060613018,Igbonglo,Rural,1302 
060613019,Inabasan,Rural,1357 
060613020,Madrangca,Rural,2252 
060613021,Magcalon,Rural,1074 
060613022,Malaiba,Urban,1624 
060613023,Maybato Norte,Urban,3716 
060613024,Maybato Sur,Urban,1655 
060613025,Mojon,Rural,1438 
060613026,Pantao,Rural,752 
060613027,San Angel,Urban,2310 
060613028,San Fernando,Rural,2283 
060613029,San Pedro,Rural,5300 
060613030,Supa,Urban,1378 
